state,n,nA,nB,rewardA,rewardB,mn_rewardA,mn_rewardB
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",184,79,105,5,11,0.06329113924050633,0.10476190476190476
"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",191,78,113,5,7,0.0641025641025641,0.061946902654867256
"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1]",468,137,331,8,22,0.058394160583941604,0.06646525679758308
"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",700,354,346,38,28,0.10734463276836158,0.08092485549132948
"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",565,278,287,29,26,0.10431654676258993,0.09059233449477352
"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",135,69,66,4,4,0.057971014492753624,0.06060606060606061
"[1, 1, 1, 1, 0, 0, 0, 1, 1, 0]",220,107,113,9,12,0.08411214953271028,0.10619469026548672
"[0, 0, 1, 1, 1, 1, 0, 0, 0, 1]",219,111,108,15,6,0.13513513513513514,0.05555555555555555
"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1]",138,72,66,4,8,0.05555555555555555,0.12121212121212122
"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",193,108,85,10,6,0.09259259259259259,0.07058823529411765
"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",213,116,97,10,10,0.08620689655172414,0.10309278350515463
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",157,75,82,5,11,0.06666666666666667,0.13414634146341464
"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0]",658,319,339,29,26,0.09090909090909091,0.07669616519174041
"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1]",218,104,114,10,10,0.09615384615384616,0.08771929824561403
"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1]",196,111,85,11,6,0.0990990990990991,0.07058823529411765
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",166,75,91,11,9,0.14666666666666667,0.0989010989010989
"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]",188,92,96,5,11,0.05434782608695652,0.11458333333333333
"[1, 0, 1, 0, 0, 1, 0, 1, 1, 0]",159,77,82,4,8,0.05194805194805195,0.0975609756097561
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",479,143,336,11,29,0.07692307692307693,0.08630952380952381
"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",450,131,319,15,33,0.11450381679389313,0.10344827586206896
"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",474,325,149,22,9,0.06769230769230769,0.06040268456375839
"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",505,381,124,34,16,0.08923884514435695,0.12903225806451613
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",661,351,310,30,23,0.08547008547008547,0.07419354838709677
"[1, 1, 1, 0, 0, 0, 0, 1, 1, 1]",454,143,311,17,29,0.11888111888111888,0.0932475884244373
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",155,76,79,4,6,0.05263157894736842,0.0759493670886076
"[1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",163,81,82,5,11,0.06172839506172839,0.13414634146341464
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1]",159,80,79,7,5,0.0875,0.06329113924050633
"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]",148,68,80,4,4,0.058823529411764705,0.05
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 1]",141,65,76,6,6,0.09230769230769231,0.07894736842105263
"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0]",150,73,77,6,6,0.0821917808219178,0.07792207792207792
"[1, 1, 1, 0, 1, 1, 0, 0, 0, 1]",177,94,83,7,2,0.07446808510638298,0.024096385542168676
"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1]",170,85,85,10,7,0.11764705882352941,0.08235294117647059
"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",135,63,72,4,9,0.06349206349206349,0.125
"[1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",161,81,80,7,3,0.08641975308641975,0.0375
"[1, 0, 1, 1, 0, 0, 1, 1, 1, 0]",158,78,80,4,10,0.05128205128205128,0.125
"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",185,81,104,6,14,0.07407407407407407,0.1346153846153846
"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",218,99,119,5,18,0.050505050505050504,0.15126050420168066
"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1]",167,79,88,9,5,0.11392405063291139,0.056818181818181816
"[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]",155,76,79,8,6,0.10526315789473684,0.0759493670886076
"[1, 1, 1, 0, 1, 0, 1, 0, 1, 1]",151,68,83,5,6,0.07352941176470588,0.07228915662650602
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",176,84,92,12,7,0.14285714285714285,0.07608695652173914
"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",195,98,97,7,7,0.07142857142857142,0.07216494845360824
"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",182,95,87,13,6,0.1368421052631579,0.06896551724137931
"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]",181,83,98,7,11,0.08433734939759036,0.11224489795918367
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",161,75,86,6,8,0.08,0.09302325581395349
"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",165,86,79,5,5,0.05813953488372093,0.06329113924050633
"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",225,102,123,6,9,0.058823529411764705,0.07317073170731707
"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",190,100,90,13,3,0.13,0.03333333333333333
"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",284,145,139,20,16,0.13793103448275862,0.11510791366906475
"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",165,70,95,7,8,0.1,0.08421052631578947
"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",159,93,66,8,5,0.08602150537634409,0.07575757575757576
"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]",130,68,62,5,5,0.07352941176470588,0.08064516129032258
"[1, 0, 1, 0, 1, 1, 1, 0, 0, 1]",173,92,81,8,10,0.08695652173913043,0.12345679012345678
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",161,78,83,7,4,0.08974358974358974,0.04819277108433735
"[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",207,94,113,8,14,0.0851063829787234,0.12389380530973451
"[1, 1, 0, 1, 1, 1, 1, 0, 0, 1]",193,102,91,12,8,0.11764705882352941,0.08791208791208792
"[0, 1, 1, 0, 1, 1, 1, 1, 0, 0]",209,117,92,9,10,0.07692307692307693,0.10869565217391304
"[0, 1, 0, 0, 1, 0, 1, 0, 1, 1]",162,79,83,4,8,0.05063291139240506,0.0963855421686747
"[1, 1, 1, 0, 1, 0, 0, 1, 0, 1]",151,81,70,7,6,0.08641975308641975,0.08571428571428572
"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]",195,102,93,10,10,0.09803921568627451,0.10752688172043011
"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",199,94,105,13,7,0.13829787234042554,0.06666666666666667
"[0, 1, 0, 0, 1, 1, 0, 1, 1, 1]",171,89,82,6,11,0.06741573033707865,0.13414634146341464
"[1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",202,113,89,9,10,0.07964601769911504,0.11235955056179775
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",178,74,104,1,11,0.013513513513513514,0.10576923076923077
"[1, 0, 1, 1, 1, 0, 0, 1, 1, 0]",193,99,94,7,9,0.0707070707070707,0.09574468085106383
"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",145,73,72,5,6,0.0684931506849315,0.08333333333333333
"[0, 1, 0, 1, 0, 1, 1, 1, 1, 0]",175,86,89,6,8,0.06976744186046512,0.0898876404494382
"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",151,67,84,7,10,0.1044776119402985,0.11904761904761904
"[1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",153,70,83,5,6,0.07142857142857142,0.07228915662650602
"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",152,64,88,4,10,0.0625,0.11363636363636363
"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",170,96,74,5,3,0.052083333333333336,0.04054054054054054
"[1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",216,104,112,8,9,0.07692307692307693,0.08035714285714286
"[0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",183,100,83,13,8,0.13,0.0963855421686747
"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]",201,84,117,3,13,0.03571428571428571,0.1111111111111111
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0]",218,92,126,8,16,0.08695652173913043,0.12698412698412698
"[0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",160,92,68,8,11,0.08695652173913043,0.16176470588235295
"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",166,95,71,7,12,0.07368421052631578,0.16901408450704225
"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",225,134,91,9,10,0.06716417910447761,0.10989010989010989
"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1]",235,109,126,13,12,0.11926605504587157,0.09523809523809523
"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",152,70,82,3,8,0.04285714285714286,0.0975609756097561
"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1]",194,110,84,5,3,0.045454545454545456,0.03571428571428571
"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",166,92,74,9,2,0.09782608695652174,0.02702702702702703
"[0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",212,129,83,13,10,0.10077519379844961,0.12048192771084337
"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",204,86,118,8,14,0.09302325581395349,0.11864406779661017
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",159,85,74,9,4,0.10588235294117647,0.05405405405405406
"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]",176,78,98,2,7,0.02564102564102564,0.07142857142857142
"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",114,60,54,5,7,0.08333333333333333,0.12962962962962962
"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1]",174,90,84,10,11,0.1111111111111111,0.13095238095238096
"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",149,65,84,9,6,0.13846153846153847,0.07142857142857142
"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",197,111,86,9,7,0.08108108108108109,0.08139534883720931
"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",179,85,94,6,6,0.07058823529411765,0.06382978723404255
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",206,88,118,14,9,0.1590909090909091,0.07627118644067797
"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",189,119,70,7,8,0.058823529411764705,0.11428571428571428
"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",238,127,111,10,12,0.07874015748031496,0.10810810810810811
"[1, 0, 0, 1, 1, 1, 1, 0, 0, 1]",447,134,313,17,22,0.12686567164179105,0.07028753993610223
"[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]",204,97,107,13,9,0.13402061855670103,0.08411214953271028
"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",413,308,105,35,17,0.11363636363636363,0.1619047619047619
"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1]",221,106,115,15,9,0.14150943396226415,0.0782608695652174
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",132,63,69,11,7,0.1746031746031746,0.10144927536231885
"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",135,69,66,6,4,0.08695652173913043,0.06060606060606061
"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0]",158,75,83,2,8,0.02666666666666667,0.0963855421686747
"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0]",150,75,75,8,9,0.10666666666666667,0.12
"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",183,97,86,5,2,0.05154639175257732,0.023255813953488372
"[1, 0, 0, 0, 1, 1, 1, 1, 0, 1]",163,83,80,11,5,0.13253012048192772,0.0625
"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1]",180,90,90,12,11,0.13333333333333333,0.12222222222222222
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]",175,96,79,6,6,0.0625,0.0759493670886076
"[1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",193,89,104,7,7,0.07865168539325842,0.0673076923076923
"[1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",238,110,128,9,11,0.08181818181818182,0.0859375
"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1]",187,92,95,5,3,0.05434782608695652,0.031578947368421054
"[0, 1, 1, 0, 0, 1, 0, 1, 1, 0]",157,80,77,8,6,0.1,0.07792207792207792
"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]",221,118,103,12,8,0.1016949152542373,0.07766990291262135
"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]",153,81,72,14,6,0.1728395061728395,0.08333333333333333
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",226,84,142,5,19,0.05952380952380952,0.13380281690140844
"[0, 0, 1, 1, 1, 1, 0, 1, 0, 0]",185,97,88,9,7,0.09278350515463918,0.07954545454545454
"[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]",136,68,68,6,5,0.08823529411764706,0.07352941176470588
"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",186,87,99,17,12,0.19540229885057472,0.12121212121212122
"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]",271,138,133,7,14,0.050724637681159424,0.10526315789473684
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",147,70,77,8,8,0.11428571428571428,0.1038961038961039
"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",144,68,76,7,10,0.10294117647058823,0.13157894736842105
"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",271,127,144,15,13,0.11811023622047244,0.09027777777777778
"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]",157,81,76,6,5,0.07407407407407407,0.06578947368421052
"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",142,78,64,4,3,0.05128205128205128,0.046875
"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",164,78,86,5,10,0.0641025641025641,0.11627906976744186
"[1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",176,91,85,5,7,0.054945054945054944,0.08235294117647059
"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1]",218,99,119,9,13,0.09090909090909091,0.1092436974789916
"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",179,94,85,6,5,0.06382978723404255,0.058823529411764705
"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",154,81,73,5,8,0.06172839506172839,0.1095890410958904
"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",142,73,69,6,7,0.0821917808219178,0.10144927536231885
"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",207,96,111,9,9,0.09375,0.08108108108108109
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",285,126,159,6,12,0.047619047619047616,0.07547169811320754
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",189,104,85,10,7,0.09615384615384616,0.08235294117647059
"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",172,78,94,7,9,0.08974358974358974,0.09574468085106383
"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0]",233,150,83,16,9,0.10666666666666667,0.10843373493975904
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",167,66,101,12,7,0.18181818181818182,0.06930693069306931
